index,instruction,input,expected_answer,model_response,generation_time,dataset,task_type
279,Read the science question and the answer choices carefully. Reason about the options and provide the correct answer.,"Which of these soil changes is due only to natural causes?

Choices:
A. Loss of minerals due to farming.
B. Deserts forming due to tree cutting.
C. Flooding due to dam construction.
D. Minerals washing out due to heavy rain.",Minerals washing out due to heavy rain.,"Reasoning:
Not provided

Final Answer:
Minerals washing out due to heavy rain.",1.668717622756958,ARC-Challenge,science_reasoning
5121,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"Which of the following numbers is divisible by 9?

Choices:
A. 23274
B. 25181
C. 31001
D. 50123
E. 11251",23274,"Reasoning:
Explanation:
A number is divisible by 9 if the sum of its digits is divisible by 9.
A: 2+3+2+7+4 = 18, which is divisible by 9.
B: 2+5+1+8+1 = 17, which is not divisible by 9.
C: 3+1+0+0+1 = 5, which is not divisible by 9.
D: 5+0+1+2+3 = 11, which is not divisible by 9.
E: 1+1+2+5+1 = 10, which is not divisible by 9.
Answer: A

Final Answer:
23274",13.250214576721191,AQUA-RAT,math_reasoning
20856,Solve the following math reasoning problem step by step.,"Three times the sum of marbles that Atticus, Jensen, and Cruz have is equal to 60. If Atticus has half as many marbles as Jensen, and Atticus has 4 marbles, how many marbles does Cruz have?",8,"Reasoning:
If Atticus has 4 marbles, then Jensen has 2*4=<<4*2=8>>8 marbles.
The sum of marbles that Atticus and Jensen have is 4+8=<<4+8=12>>12.
Three times the sum of marbles that Atticus, Jensen, and Cruz have is 3*12=<<3*12=36>>36.
If three times the sum of marbles that Atticus, Jensen, and Cruz have is 60, then Cruz has 60-36=<<60-36=24>>24 marbles.

Final Answer:
24",12.080341339111328,gsm8k,math_reasoning
22954,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A certain truck uses 18 gallons of diesel fuel in traveling 230 miles. In order for the truck to travel the same distance using 10 gallons of diesel fuel, by how many miles per gallon must the truck’s fuel mileage be increased?

Choices:
A. 8
B. 9
C. 12
D. 15
E. 27",8,"Reasoning:
230/18 = 12.78
230/10 = 23
12.78/23 = 0.55
0.55*10 = 5.5
230/5.5 = 41.82
41.82 - 12.78 = 29.04
29.04/18 = 1.61
1.61*10 = 16.1
16.1 - 12.78 = 3.32
3.32/18 = 0.184
0.184*10 = 1.84
1.84/12.78 = 0.145
0.145*18 = 2.61
2.61/12.78 = 0.205
0.205*10 = 2.05
2.05/12.78 = 0.16
0.16*18 = 2.88
2.88/12.78 = 0.225
0.225*10 = 2.25
2.25/12.78 = 0.175
0.175*18 = 3.15
3.15/12.78 = 0.25
0.25*10 = 2.5
2.5/12.78 = 0.197
0.197*18 = 3.55
3.55/12.78 = 0.28
0.28*10 = 2.8
2.8/12.78 = 0.22
0.22*18 = 3.96
3.96/12.78 = 0.31
0.31*10 = 3.1
3.1/12.78 = 0.245
0.245*18 = 4.41
4.41/12.78 = 0.345
0.345*10 = 3.45
3.45/12.78 = 0.27
0.27*18 = 4.86
4.86/12.78 = 0.38
0.38*10 = 3.8
3.8/12.78 = 0.3
0.3*18 = 5.4
5.4/12.78 = 0.42
0.42*10 = 4.2
4.2/",44.66697525978088,AQUA-RAT,math_reasoning
11081,Read the question and supporting facts carefully. Reason about the information and answer with Yes or No.,Are potatoes native to the European continent?,No,"Reasoning:
Potatoes are native to the Andes Mountains in South America. The Andes Mountains are located in the South American continent. The European continent is located in the Northern Hemisphere.

Final Answer:
No",3.744178771972656,StrategyQA,commonsense_reasoning
2457,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"What will come in place of the x in the following Number series? 18, 22, 30, x ,78, 142

Choices:
A. 34
B. 33
C. 46
D. 56
E. 75",46,"Reasoning:
Explanation:
18, 22, 30, 34, 78, 142
18+4=22
22+8=30
30+4=34
34+4=78
78+4=82
82+4=86
Answer: Option A

Final Answer:
34",6.261950492858887,AQUA-RAT,math_reasoning
13905,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"There are 15 points in a given plane, no three of which are on the same line. If one of the points is represented as 'P, then how many triangles can be determined with the 15 points that contain the point P?

Choices:
A. 91
B. 105
C. 182
D. 210
E. 455",182,"Reasoning:
The number of triangles that can be formed with 15 points is 15C3 = 455.
The number of triangles that do not contain the point P is 14C3 = 364.
The number of triangles that contain the point P is 455 - 364 = 91.
The answer is A.

Final Answer:
91",6.354409217834473,AQUA-RAT,math_reasoning
15973,Solve the following math reasoning problem step by step.,"Harry needs to buy 5 spellbooks that each cost 5 gold, three potion kits that each cost 20 silver, and one owl that costs 28 gold. There are 9 silver to a gold. How much will Harry pay total, in silvers?",537,"Reasoning:
First find the total cost of the spellbooks in gold: 5 spellbooks * 5 gold/spellbook = <<5*5=25>>25 gold
Then find the total cost of the potion kits in silver: 3 potion kits * 20 silver/potion kit = <<3*20=60>>60 silver
Then add the cost of the owl to find the total cost in gold: 25 gold + 28 gold + 60 silver = <<25+28+60=113>>113 gold
Then convert the gold to silver: 113 gold * 9 silver/gold = <<113*9=1027>>1027 silver
Then add the silver cost of the potion kits to find the total cost: 1027 silver + 60 silver = <<1027+60=1087>>1087 silver

Final Answer:
1087",15.87059211730957,gsm8k,math_reasoning
23250,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"there are two sections A and B of a class consisting of 36 and 44 students respectively. If the average weight of section A is 40kg and that of section B is 35kg, find the average weight of the whole class?

Choices:
A. 15.42
B. 37.25
C. 12.54
D. 32.37
E. 23.47",37.25,"Reasoning:
Total weight of section A = 36 * 40 = 1440
Total weight of section B = 44 * 35 = 1540
Total weight of the whole class = 1440 + 1540 = 2980
Total number of students = 36 + 44 = 80
Average weight of the whole class = 2980/80 = 37.25
Answer: B

Final Answer:
37.25",8.471028566360474,AQUA-RAT,math_reasoning
25159,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A truck covers a distance of 200 metres in 1 minute whereas a bus covers a distance of 100kms in 50minutes. The ratio of their speeds is?

Choices:
A. 2:3
B. 1:5
C. ratio 1:10
D. 9:13
E. 7:15",ratio 1:10,"Reasoning:
Speed of truck = 200/60 = 10/3 m/sec
Speed of bus = 100/50 = 2 m/sec
Ratio of their speeds = 10/3:2 = 10:6 = 5:3
Answer is A

Final Answer:
2:3",5.690478324890137,AQUA-RAT,math_reasoning
3789,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"Given that E and F are events such that P(E) = 8, P(F) = 2 and P(E n F) = 8,
find P (E|F) and P(F|E)

Choices:
A. 5
B. 4
C. 12
D. 36
E. 98",4,"Reasoning:
P(E|F) = P(E n F)/P(F) = 8/2 = 4
P(F|E) = P(E n F)/P(E) = 8/8 = 1
Answer: B

Final Answer:
4",5.080178737640381,AQUA-RAT,math_reasoning
1138,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"8 couples (husband and wife) attend a dance show ""Nach Baliye' in a popular TV channel ; A lucky draw in which 4 persons picked up for a prize is held, then the probability that there is atleast one couple will be selected is ?

Choices:
A. 8/39
B. 15/39
C. 12/13
D. 11/13
E. None of these",15/39,"Reasoning:
Explanation:
Total number of ways of selecting 4 persons out of 16 = 16C4 = 1820
Number of ways of selecting 4 persons out of 12 (excluding atleast one couple) = 12C4 = 495
P(atleast one couple will be selected) = 1820 - 495/1820 = 1325/1820 = 11/13
Answer: D

Final Answer:
11/13",8.582614660263062,AQUA-RAT,math_reasoning
8293,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"The average of temperatures at noontime from Monday to Friday is 55; the lowest one is 45, what is the possible maximum range of the temperatures?

Choices:
A. 20
B. 25
C. 40
D. 45
E. 75",40,"Reasoning:
The average of temperatures at noontime from Monday to Friday is 55;
the lowest one is 45, what is the possible maximum range of the temperatures?
The maximum possible range of the temperatures is 55 - 45 = 10.
Answer: A.

Final Answer:
20",5.463053226470947,AQUA-RAT,math_reasoning
16470,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"if 60% of (x-y) = 30% of (x+y) then what percent of x is y?

Choices:
A. 33%
B. 10%
C. 5%
D. 15%
E. 25%",33%,"Reasoning:
60% of (x-y) = 30% of (x+y)
=> 60x - 60y = 30x + 30y
=> 30x = 90y
=> x = 3y
=> y/x = 1/3
=> y/x = 33%
ANSWER:A

Final Answer:
33%",6.809059143066406,AQUA-RAT,math_reasoning
15840,Solve the following math reasoning problem step by step.,Donovan Mitchell is currently averaging 26 points per game. His team has played 15 games this season. He has a goal of averaging 30 points per game for the entire 20 game season. How many points does he need to average per game to reach his goal?,42,"Reasoning:
Donovan Mitchell has scored 390 points so far because 15 x 26 = <<15*26=390>>390
He needs to average 600 points for the season because 20 x 30 = <<20*30=600>>600
He needs to average 210 points per game because 600 - 390 = <<600-390=210>>210

Final Answer:
210",7.393268585205078,gsm8k,math_reasoning
866,Read the science question and the answer choices carefully. Reason about the options and provide the correct answer.,"A sign that an apple tree is going to start growing apples is when the tree has ___.

Choices:
A. roots
B. seeds
C. leaves
D. flowers",flowers,"Reasoning:
Not provided

Final Answer:
flowers",0.9831113815307616,ARC-Challenge,science_reasoning
8739,Read the question and supporting facts carefully. Reason about the information and answer with Yes or No.,Can Burundi's communicate with citizens of New Brunswick?,Yes,"Reasoning:
Burundi is a country in Africa. New Brunswick is a province in Canada. English is the official language of Canada. Kirundi is the official language of Burundi.

Final Answer:
Yes",3.6154494285583496,StrategyQA,commonsense_reasoning
11311,Solve the following math reasoning problem step by step.,"Brogan has two apple trees and goes to harvest them. The first tree is 40% red and 60% green. The second tree is 50% red and 50% green. If they each produce 20 apples, how many red apples does he get?",18,"Reasoning:
The first tree produces 8 red apples because 20 x.4 = <<20*.4=8>>8
The second tree produces 10 red apples because 20 x.5 = <<20*.5=10>>10
He gets 18 red apples because 8 + 10 = <<8+10=18>>18

Final Answer:
18",6.81222414970398,gsm8k,math_reasoning
13458,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"n May Mrs Lee's earnings were 60 percent of the Lee family's total income. In June Mrs Lee earned 20 percent more than in May. If the rest of the family's income was the same both months, then, in June, Mrs Lee's earnings were approximately what percent of the Lee family's total income ?

Choices:
A. 64%
B. 68%
C. 72%
D. 76%
E. 80%",64%,"Reasoning:
Let the total income of the family be 100.
In May, Mrs Lee's income = 60
In June, Mrs Lee's income = 60 + 20% of 60 = 60 + 12 = 72
In June, the rest of the family's income = 100 - 72 = 28
In June, Mrs Lee's income = 72/100 * 100 = 72
Hence, in June, Mrs Lee's income was 72/100 * 100 = 72% of the Lee family's total income.
Answer: A

Final Answer:
64%",11.55874729156494,AQUA-RAT,math_reasoning
17435,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"An art gallery owner is hanging paintings for a new show. Of the eight paintings she has to choose from, she can only hang two on the main wall of the gallery. Assuming that she hangs as many as possible on that wall, in how many ways can she arrange the paintings?

Choices:
A. 18
B. 30
C. 56
D. 120
E. 216",56,"Reasoning:
The number of ways to choose 2 paintings out of 8 is 8C2 = 28.
The number of ways to arrange 2 paintings is 2! = 2.
The total number of ways is 28*2 = 56.
The answer is C.

Final Answer:
56",5.956780672073364,AQUA-RAT,math_reasoning
20723,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"Set A consists of all the prime numbers between 2 and 13. What is the range of set A?

Choices:
A. 12
B. 13
C. 16.6
D. 17
E. 8",8,"Reasoning:
Set A = {2, 3, 5, 7, 11, 13}
Range = Maximum value - Minimum value = 13 - 2 = 11
Answer: E

Final Answer:
8",4.325196504592896,AQUA-RAT,math_reasoning
20394,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"If a,b,c,d,e are five consecutive odd numbers, their average is :

Choices:
A. 22
B. 77
C. 288
D. 22
E. 20",22,"Reasoning:
a,b,c,d,e are five consecutive odd numbers
a = 2n-1
b = 2n-1+2
c = 2n-1+4
d = 2n-1+6
e = 2n-1+8
a+b+c+d+e = 5(2n-1)+15 = 10n+20
a+b+c+d+e = 10n+20
a+b+c+d+e = 10n+20
a+b+c+d+e = 10n+20
a+b+c+d+e = 10n+20
a+b+c+d+e = 10n+20
a+b+c+d+e = 10n+20
a+b+c+d+e = 10n+20
a+b+c+d+e = 10n+20
a+b+c+d+e = 10n+20
a+b+c+d+e = 10n+20
a+b+c+d+e = 10n+20
a+b+c+d+e = 10n+20
a+b+c+d+e = 10n+20
a+b+c+d+e = 10n+20
a+b+c+d+e = 10n+20
a+b+c+d+e = 10n+20
a+b+c+d+e = 10n+20
a+b+c+d+e = 10n+20
a+b+c+d+e = 10n+20
a+b+c+d+e = 10n+20
a+b+c+d+e = 10n+20
a+b+c+d+e = 10n+20
a+b+c+d+e = 10n+20
a+b+c+d+e = 10n+20
a+b+c+d+e = 10n+20
a+b+c+d+e = 10n+20
a+b+c+d+e = 10n+20
a+b+c+d+e = 10n+20
a+b+c+d+e = 10n+20
a+b+c+d+e = 10n+20
a+b+c+d+e = 10n+20
a+b+c+d+e = 10n+20
a+b+c+d+e = 10n+",44.121869802474976,AQUA-RAT,math_reasoning
15243,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"During one month at a particular restaurant, 1/6 of the burgers sold were veggie burgers and 1 of the rest of the burgers sold were double-meat. If x of the burgers sold were double-meat, how many were veggie burgers?

Choices:
A. x/8
B. x/5
C. 2x/3
D. 3x/4
E. 4x/5",x/5,"Reasoning:
1/6 of the burgers sold were veggie burgers and 1 of the rest of the burgers sold were double-meat.
So, 1/6 of the burgers sold were veggie burgers and 5/6 of the burgers sold were not veggie burgers.
1/6 of the burgers sold were veggie burgers and 1 of the rest of the burgers sold were double-meat.
So, 1/6 of the burgers sold were veggie burgers and 5/6 of the burgers sold were double-meat.
So, 1/6 of the burgers sold were veggie burgers and 5/6 of the burgers sold were double-meat.
So, 1/6 of the burgers sold were veggie burgers and 5/6 of the burgers sold were double-meat.
So, 1/6 of the burgers sold were veggie burgers and 5/6 of the burgers sold were double-meat.
So, 1/6 of the burgers sold were veggie burgers and 5/6 of the burgers sold were double-meat.
So, 1/6 of the burgers sold were veggie burgers and 5/6 of the burgers sold were double-meat.
So, 1/6 of the burgers sold were veggie burgers and 5/6 of the burgers sold were double-meat.
So, 1/6 of the burgers sold were veggie burgers and 5/6 of the burgers sold were double-meat.
So, 1/6 of the burgers sold were veggie burgers and 5/6 of the burgers sold were double-meat.
So, 1/6 of the burgers sold were veggie burgers and 5/6 of the burgers sold were double-meat.
So, 1/6 of the burgers sold were veggie burgers and 5/6 of the burgers sold were double-meat.
So, 1/6 of the burgers sold were veggie burgers and 5/6 of the burgers sold were double-meat.
So, 1/6 of the burgers sold were veggie burgers and 5/6 of the burgers sold were double-meat.
So, 1/6 of the burgers sold were veggie burgers and 5/6 of the burgers sold were double-meat.
So, 1/6 of the burgers sold were veggie burgers and 5/6 of the burgers sold were double-meat.
So, 1/6 of the",45.677565574646,AQUA-RAT,math_reasoning
